code,term,dmd_id,dmd_type,bnf_code
18083411000001107,Benzbromarone 100mg tablets,18083411000001107,VMP,1001040A0AAAAAA
24671711000001101,Benzbromarone 100mg tablets,24671711000001101,AMP,1001040A0AAAAAA
33595411000001109,Benzbromarone 50mg tablets,33595411000001109,VMP,1001040A0AAABAB
33580711000001107,Benzbromarone 50mg tablets,33580711000001107,AMP,1001040A0AAABAB
18064911000001100,Desuric 100mg tablets,18064911000001100,AMP,1001040A0BBAAAA
